credit_risk,age,amount,credit_history,duration,employment_duration,personal_status_sex,purpose
good,65,1098,all credits at this bank paid back duly,18,unemployed,female : non-single or male : single,furniture/equipment
bad,43,4057,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,male : divorced/separated,car (used)
bad,53,795,no credits taken/all credits paid back duly,12,< 1 yr,female : non-single or male : single,repairs
good,34,2825,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,retraining
bad,23,15672,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,male : married/widowed,retraining
good,34,6614,all credits at this bank paid back duly,36,>= 7 yrs,male : married/widowed,others
good,40,7824,critical account/other credits elsewhere,28,< 1 yr,male : married/widowed,car (new)
good,43,2442,all credits at this bank paid back duly,27,>= 7 yrs,male : married/widowed,retraining
good,46,1829,all credits at this bank paid back duly,15,>= 7 yrs,male : married/widowed,furniture/equipment
good,38,2171,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,others
good,34,5800,all credits at this bank paid back duly,36,1 <= ... < 4 yrs,male : married/widowed,car (new)
good,29,1169,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,31,8947,existing credits paid back duly till now,36,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,28,2606,no credits taken/all credits paid back duly,21,< 1 yr,female : non-single or male : single,furniture/equipment
good,35,1592,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,female : non-single or male : single,car (used)
good,33,2186,no credits taken/all credits paid back duly,15,4 <= ... < 7 yrs,female : non-single or male : single,car (used)
bad,42,4153,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,car (used)
bad,43,2625,all credits at this bank paid back duly,16,>= 7 yrs,male : married/widowed,others
good,44,3485,all credits at this bank paid back duly,20,< 1 yr,male : divorced/separated,others
good,42,10477,all credits at this bank paid back duly,36,>= 7 yrs,male : married/widowed,car (new)
good,40,1386,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,female : single,furniture/equipment
good,36,1278,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,20,1107,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,24,3763,no credits taken/all credits paid back duly,21,4 <= ... < 7 yrs,male : married/widowed,others
good,27,3711,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,female : single,repairs
good,46,3594,existing credits paid back duly till now,15,< 1 yr,female : non-single or male : single,car (new)
good,33,3195,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,female : non-single or male : single,others
good,34,4454,existing credits paid back duly till now,36,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,25,4736,all credits at this bank paid back duly,24,< 1 yr,female : non-single or male : single,car (used)
good,25,2991,no credits taken/all credits paid back duly,30,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,28,2142,no credits taken/all credits paid back duly,11,>= 7 yrs,male : divorced/separated,retraining
bad,31,3161,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,male : married/widowed,retraining
bad,32,18424,delay in paying off in the past,48,1 <= ... < 4 yrs,female : non-single or male : single,business
good,32,2848,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,male : married/widowed,car (new)
bad,68,14896,no credits taken/all credits paid back duly,6,>= 7 yrs,male : married/widowed,others
bad,33,2359,no credits taken/all credits paid back duly,24,unemployed,male : divorced/separated,car (used)
bad,39,3345,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,car (used)
good,28,1817,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,37,12749,existing credits paid back duly till now,48,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
bad,22,1366,no credits taken/all credits paid back duly,9,< 1 yr,female : non-single or male : single,furniture/equipment
good,30,2002,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,male : married/widowed,others
bad,55,6872,critical account/other credits elsewhere,24,< 1 yr,male : divorced/separated,car (used)
bad,46,697,critical account/other credits elsewhere,12,< 1 yr,male : married/widowed,others
good,21,1049,all credits at this bank paid back duly,18,< 1 yr,female : non-single or male : single,car (used)
bad,39,10297,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,58,1867,no credits taken/all credits paid back duly,30,>= 7 yrs,male : married/widowed,furniture/equipment
good,43,1344,existing credits paid back duly till now,12,1 <= ... < 4 yrs,male : married/widowed,others
good,24,1747,no credits taken/all credits paid back duly,24,< 1 yr,male : married/widowed,car (used)
bad,22,1670,no credits taken/all credits paid back duly,9,< 1 yr,female : non-single or male : single,furniture/equipment
good,30,1224,all credits at this bank paid back duly,9,1 <= ... < 4 yrs,male : married/widowed,others
good,42,522,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
good,23,1498,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,30,1919,existing credits paid back duly till now,30,< 1 yr,male : married/widowed,furniture/equipment
bad,28,745,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,30,2063,no credits taken/all credits paid back duly,6,< 1 yr,female : single,furniture/equipment
bad,42,6288,no credits taken/all credits paid back duly,60,1 <= ... < 4 yrs,male : married/widowed,repairs
good,46,6842,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,car (new)
good,45,3527,no credits taken/all credits paid back duly,12,< 1 yr,male : married/widowed,others
good,31,1546,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,male : married/widowed,others
good,31,929,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,car (used)
good,42,1455,all credits at this bank paid back duly,4,4 <= ... < 7 yrs,male : married/widowed,others
good,46,1845,no credits taken/all credits paid back duly,15,< 1 yr,female : non-single or male : single,car (used)
good,30,8358,delay in paying off in the past,48,< 1 yr,female : non-single or male : single,others
bad,30,3349,critical account/other credits elsewhere,24,< 1 yr,male : married/widowed,car (used)
good,38,2859,no credits taken/all credits paid back duly,12,unemployed,male : married/widowed,others
bad,43,1533,no credits taken/all credits paid back duly,18,< 1 yr,female : single,car (used)
bad,31,3621,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,40,3590,all credits at this bank paid back duly,18,unemployed,female : single,retraining
bad,24,2145,existing credits paid back duly till now,36,4 <= ... < 7 yrs,male : married/widowed,retraining
bad,28,4113,no credits taken/all credits paid back duly,24,< 1 yr,female : non-single or male : single,car (new)
bad,26,10974,no credits taken/all credits paid back duly,36,unemployed,female : non-single or male : single,car (used)
good,29,1893,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,others
good,57,1231,all credits at this bank paid back duly,24,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,49,3656,all credits at this bank paid back duly,30,>= 7 yrs,male : married/widowed,furniture/equipment
good,37,1154,all credits at this bank paid back duly,9,>= 7 yrs,male : married/widowed,furniture/equipment
bad,45,4006,no credits taken/all credits paid back duly,28,1 <= ... < 4 yrs,male : married/widowed,others
good,30,3069,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,car (used)
good,30,1740,all credits at this bank paid back duly,6,>= 7 yrs,female : single,furniture/equipment
good,47,2353,existing credits paid back duly till now,21,1 <= ... < 4 yrs,male : divorced/separated,others
good,29,3556,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,others
bad,35,2397,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,22,454,no credits taken/all credits paid back duly,6,< 1 yr,female : single,domestic appliances
good,26,1715,no credits taken/all credits paid back duly,30,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,23,2520,all credits at this bank paid back duly,27,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,54,3568,no credits taken/all credits paid back duly,15,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,29,7166,no credits taken/all credits paid back duly,42,4 <= ... < 7 yrs,female : single,furniture/equipment
good,40,3939,all credits at this bank paid back duly,11,1 <= ... < 4 yrs,male : married/widowed,others
good,22,1514,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,domestic appliances
good,43,7393,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,others
bad,29,1193,critical account/other credits elsewhere,24,unemployed,female : non-single or male : single,others
bad,36,7297,no credits taken/all credits paid back duly,60,>= 7 yrs,male : married/widowed,retraining
good,33,2831,all credits at this bank paid back duly,30,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,57,1258,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,64,753,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,42,2427,existing credits paid back duly till now,18,>= 7 yrs,male : married/widowed,retraining
bad,47,2538,existing credits paid back duly till now,24,>= 7 yrs,male : married/widowed,others
bad,25,1264,critical account/other credits elsewhere,15,1 <= ... < 4 yrs,female : single,others
bad,49,8386,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,male : married/widowed,car (used)
bad,33,4844,no credits taken/all credits paid back duly,48,unemployed,male : married/widowed,retraining
good,28,2923,no credits taken/all credits paid back duly,21,1 <= ... < 4 yrs,female : non-single or male : single,others
bad,26,8229,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,male : married/widowed,car (new)
good,30,2028,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,car (used)
good,25,1433,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,33,6289,delay in paying off in the past,42,< 1 yr,male : divorced/separated,retraining
good,64,1409,no credits taken/all credits paid back duly,13,unemployed,female : non-single or male : single,furniture/equipment
good,29,6579,no credits taken/all credits paid back duly,24,unemployed,male : married/widowed,car (new)
good,48,1743,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,37,3565,all credits at this bank paid back duly,12,< 1 yr,male : married/widowed,repairs
good,34,1569,critical account/other credits elsewhere,15,>= 7 yrs,male : married/widowed,furniture/equipment
good,23,1936,no credits taken/all credits paid back duly,18,4 <= ... < 7 yrs,female : single,furniture/equipment
good,30,3959,no credits taken/all credits paid back duly,36,unemployed,male : married/widowed,car (used)
good,50,2390,no credits taken/all credits paid back duly,12,>= 7 yrs,male : married/widowed,others
good,31,1736,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,female : non-single or male : single,car (used)
good,40,3857,no credits taken/all credits paid back duly,30,1 <= ... < 4 yrs,male : divorced/separated,car (new)
good,38,804,no credits taken/all credits paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
bad,23,1845,no credits taken/all credits paid back duly,45,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,27,4576,all credits at this bank paid back duly,45,unemployed,male : married/widowed,car (new)
